id,o,d,ta,ca,lane_level,road_type
24447,8043009104,1051370983,29.4,2000,1,residential
24448,8043009104,8043009103,5.0,2000,1,residential
24449,8043016320,2030988851,5.8,2000,1,residential
24450,8043016320,1351495789,6.3,2000,1,residential
24451,8043016320,8043016322,8.0,2000,1,residential
24452,8043016322,8043016320,8.0,2000,1,residential
24453,8043034364,10126120952,6.1,2000,1,residential
24454,8043034364,2467494349,31.1,2000,1,tertiary
24455,8043034364,2467494349,31.1,2000,2,tertiary
24456,8043034364,7953089959,25.9,2000,1,tertiary
24457,8043034364,7953089959,25.9,2000,2,tertiary
24458,8050967863,8050967866,3.5,2000,1,residential
24459,8050967866,80703864,5.2,2000,1,tertiary
24460,8050967866,80703864,5.2,2000,2,tertiary
24461,8050967866,8050967863,3.5,2000,1,residential
24462,8050967866,1375429993,5.3,2000,1,tertiary
24463,8050967866,1375429993,5.3,2000,2,tertiary
24464,8060772295,9954504744,8.0,2000,1,residential
24465,8060772295,7989815388,7.5,2000,1,residential
24466,8060772295,8197089322,20.5,2000,1,residential
24467,8060772295,8197088316,20.3,2000,1,residential
24468,8060772296,80687637,16.4,2000,1,residential
24469,8062726639,8197567818,5.0,2000,1,residential
24470,8062726639,80661677,11.3,2000,1,secondary
24471,8062726639,80661677,11.3,2000,2,secondary
24472,8064187257,1341476830,5.2,2000,1,residential
24473,8064187257,5640942540,9.0,2000,1,residential
24474,8064187257,8064187260,17.8,2000,1,residential
24475,8064187258,9318149761,12.1,2000,1,secondary
24476,8064187258,9318149761,12.1,2000,2,secondary
24477,8064187258,8064187260,9.8,2000,1,residential
24478,8064187258,8064187260,9.8,2000,2,residential
24479,8064187260,2593276804,9.6,2000,1,residential
24480,8064187260,2593276804,9.6,2000,2,residential
24481,8064187260,8064187258,9.8,2000,1,residential
24482,8064187260,8064187258,9.8,2000,2,residential
24483,8064187260,8064187257,17.8,2000,1,residential
24484,8065670852,5074691467,12.0,2000,1,residential
24485,8067158238,8085987938,1.8,2000,1,residential
24486,8067158238,8085987937,23.2,2000,1,residential
24487,8067158238,5217256236,8.1,2000,1,residential
24488,8067160466,8067160467,5.6,2000,1,residential
24489,8067160466,5023375210,8.0,2000,1,residential
24490,8067160466,5217256232,9.3,2000,1,residential
24491,8067160467,8067160466,5.6,2000,1,residential
24492,8067168299,7087188512,8.1,2000,1,residential
24493,8067168299,9397361170,12.9,2000,1,residential
24494,8067168299,2462333400,18.3,2000,1,residential
24495,8067168930,5055526334,8.6,2000,1,residential
24496,8067168930,5217256232,8.9,2000,1,residential
24497,8067168930,8067168931,10.9,2000,1,residential
24498,8067168931,8067168930,10.9,2000,1,residential
24499,8067174703,8073032310,8.5,2000,1,residential
24500,8067174703,9582193532,17.2,2000,1,residential
24501,8067174703,8073032308,7.2,2000,1,residential
24502,8069777177,8358478186,3.8,2000,1,residential
24503,8069777178,10253463532,7.5,2000,1,residential
24504,8069777178,11187297015,3.8,2000,1,residential
24505,8069777178,10253463536,23.9,2000,1,residential
24506,8069777180,10253463532,7.6,2000,1,residential
24507,8069777180,8069777181,23.8,2000,1,residential
24508,8069777180,7546051425,8.2,2000,1,residential
24509,8069777181,8069804385,3.8,2000,1,residential
24510,8069777181,8069777180,23.8,2000,1,residential
24511,8069777181,10253463531,7.7,2000,1,residential
24512,8069794065,9490500439,5.5,2000,1,residential
24513,8069794065,8613609837,7.8,2000,1,residential
24514,8069794065,2462353206,37.4,2000,1,residential
24515,8069804385,8069777181,3.8,2000,1,residential
24516,8069804385,2462353198,4.2,2000,1,residential
24517,8069804385,8707897774,15.0,2000,1,residential
24518,8069804386,2462336233,7.4,2000,1,residential
24519,8069804386,8069804390,7.4,2000,1,residential
24520,8069804386,5280943603,18.2,2000,1,residential
24521,8069804387,8069804390,1.8,2000,1,residential
24522,8069804388,8069804390,11.8,2000,1,residential
24523,8069804389,8069804390,12.8,2000,1,residential
24524,8069804389,10275896002,2.2,2000,1,residential
24525,8069804389,8069804391,2.4,2000,1,residential
24526,8069804390,8069804387,1.8,2000,1,residential
24527,8069804390,8069804386,7.4,2000,1,residential
24528,8069804390,8069804389,12.8,2000,1,residential
24529,8069804390,8069804388,11.8,2000,1,residential
24530,8069804391,8069804389,2.4,2000,1,residential
24531,8073032308,5080511910,7.1,2000,1,residential
24532,8073032308,8067174703,7.2,2000,1,residential
24533,8073032308,1651579666,13.4,2000,1,residential
24534,8073032310,8067174703,8.5,2000,1,residential
24535,8073032310,10101554412,8.0,2000,1,residential
24536,8073032310,1651579707,14.7,2000,1,residential
24537,8073032311,5080511910,4.0,2000,1,residential
24538,8073032313,7087958889,2.5,2000,1,residential
24539,8073032313,9957261818,4.5,2000,1,residential
24540,8074369259,8043009103,7.3,2000,1,residential
24541,8074369259,9487127138,9.1,2000,1,residential
24542,8074369259,8074369263,8.1,2000,1,residential
24543,8074369261,8074369263,8.2,2000,1,residential
24544,8074369261,12358396021,7.2,2000,1,residential
24545,8074369261,9487127128,25.7,2000,1,residential
24546,8074369263,8074369259,8.1,2000,1,residential
24547,8074369263,8074369261,8.2,2000,1,residential
24548,8074369263,9487127118,15.9,2000,1,residential
24549,8085953682,2458877359,8.8,2000,1,secondary
24550,8085953682,2458877359,8.8,2000,2,secondary
24551,8085953682,80687637,6.3,2000,1,secondary
24552,8085953682,80687637,6.3,2000,2,secondary
24553,8085953682,8085953683,16.0,2000,1,residential
24554,8085953683,8085953682,16.0,2000,1,residential
24555,8085969170,80669815,0.6,2000,1,residential
24556,8085969170,80669815,36.9,2000,1,residential
24557,8085969170,80669811,4.8,2000,1,residential
24558,8085987936,2462380675,13.9,2000,1,residential
24559,8085987936,2462380675,13.9,2000,2,residential
24560,8085987937,9490500409,8.0,2000,1,residential
24561,8085987937,8067158238,23.2,2000,1,residential
24562,8085987937,5217256234,7.9,2000,1,residential
24563,8085987938,8067158238,1.8,2000,1,residential
24564,8085987941,12358396334,14.2,2000,1,residential
24565,8085987941,5023376321,30.9,2000,1,tertiary
24566,8085987941,5023376321,30.9,2000,2,tertiary
24567,8085987941,80215552,31.8,2000,1,tertiary
24568,8085987941,80215552,31.8,2000,2,tertiary
24569,8085987941,8197500806,13.6,2000,1,residential
24570,8085987943,8085987949,7.9,2000,1,residential
24571,8085987943,9490500414,10.8,2000,1,residential
24572,8085987943,5217256233,9.3,2000,1,residential
24573,8085987943,8085987948,28.7,2000,1,residential
24574,8085987945,9490500413,11.0,2000,1,residential
24575,8085987945,9490500416,10.9,2000,1,residential
24576,8085987945,8085987949,8.3,2000,1,residential
24577,8085987945,8085987947,8.4,2000,1,residential
24578,8085987946,9490500416,10.1,2000,1,residential
24579,8085987946,10748434797,16.1,2000,1,residential
24580,8085987946,8085987948,8.2,2000,1,residential
24581,8085987947,8085987945,8.4,2000,1,residential
24582,8085987947,9490500398,10.9,2000,1,residential
24583,8085987947,9490500423,11.9,2000,1,residential
24584,8085987948,8085987949,20.9,2000,1,residential
24585,8085987948,8085987946,8.2,2000,1,residential
24586,8085987948,8085987943,28.7,2000,1,residential
24587,8085987949,8085987943,7.9,2000,1,residential
24588,8085987949,8085987945,8.3,2000,1,residential
24589,8085987949,9490500412,11.0,2000,1,residential
24590,8085987949,8085987948,20.9,2000,1,residential
24591,8112356700,9993551841,9.1,2000,1,residential
24592,8112373218,8416734339,1.2,2000,1,residential
24593,8112373218,8416734339,1.2,2000,2,residential
24594,8112373218,8416734339,1.2,2000,3,residential
24595,8112373218,8197505760,9.7,2000,1,residential
24596,8112373218,8197505760,9.7,2000,2,residential
24597,8112373218,8197505760,9.7,2000,3,residential
24598,8112373218,2449142223,24.5,2000,1,residential
24599,8125191467,8125191469,9.1,2000,1,residential
24600,8125191467,10282594552,7.8,2000,1,residential
24601,8125191467,10282594559,34.5,2000,1,residential
24602,8125191468,8125191474,29.8,2000,1,residential
24603,8125191469,8125191474,8.1,2000,1,residential
24604,8125191469,8125191467,9.1,2000,1,residential
24605,8125191469,3103043737,36.4,2000,1,residential
24606,8125191473,8125191474,8.9,2000,1,residential
24607,8125191473,8125191476,8.6,2000,1,residential
24608,8125191473,9490500268,8.3,2000,1,residential
24609,8125191474,8125191468,29.8,2000,1,residential
24610,8125191474,8125191473,8.9,2000,1,residential
24611,8125191474,8125191469,8.1,2000,1,residential
24612,8125191476,8125191473,8.6,2000,1,residential
24613,8125191476,7566959979,7.7,2000,1,residential
24614,8125191476,9490500268,53.9,2000,1,residential
24615,8125191478,8197505753,10.2,2000,1,residential
24616,8125191478,10282594584,17.8,2000,1,residential
24617,8125191478,80691594,104.5,2000,1,residential
24618,8125191478,11890712069,22.1,2000,1,residential
24619,8125191480,3103022188,4.3,2000,1,residential
24620,8125191481,3103022183,8.0,2000,1,residential
24621,8125191481,7566975603,11.5,2000,1,residential
24622,8125191481,8125191482,17.9,2000,1,residential
24623,8125191482,8125191481,17.9,2000,1,residential
24624,8163069121,2379632609,4.1,2000,1,residential
24625,8163069121,2448815575,5.9,2000,1,residential
24626,8163069121,8197514293,7.6,2000,1,residential
24627,8163069123,2448815536,7.2,2000,1,residential
24628,8163069123,2448815518,5.6,2000,1,residential
24629,8163069123,8163069124,9.7,2000,1,residential
24630,8163069124,8163069123,9.7,2000,1,residential
24631,8163069124,8163069126,4.0,2000,1,residential
24632,8163069124,8197514291,4.4,2000,1,residential
24633,8163069126,8163069124,4.0,2000,1,residential
24634,8190421218,1351593830,8.6,2000,1,secondary
24635,8190421218,1351593830,8.6,2000,2,secondary
24636,8191618217,80240144,1.4,2000,1,tertiary
24637,8191618217,80240047,23.7,2000,1,tertiary
24638,8191618217,8211822251,34.9,2000,1,tertiary
24639,8191618217,8211822251,34.9,2000,2,tertiary
24640,8196381779,8568163854,0.7,2000,1,tertiary
24641,8196381782,8196381802,0.5,2000,1,tertiary
24642,8196381782,5074811568,24.2,2000,1,unclassified
24643,8196381782,2458844401,49.7,2000,1,tertiary
24644,8196381782,2458844401,49.7,2000,2,tertiary
24645,8196381800,8196381809,0.2,2000,1,tertiary
24646,8196381802,8196381782,0.5,2000,1,tertiary
24647,8196381802,8196381779,11.0,2000,1,tertiary
24648,8196381809,8196381802,11.1,2000,1,tertiary
24649,8196381809,8196381779,1.8,2000,1,tertiary
24650,8196862425,8542148442,10.8,2000,1,residential
24651,8196862425,7953132215,14.8,2000,1,residential
24652,8196862425,8196862429,29.1,2000,1,residential
24653,8196862429,8196862430,4.4,2000,1,residential
24654,8196862429,8196862425,29.1,2000,1,residential
24655,8196862429,8542148428,12.6,2000,1,residential
24656,8196862430,7953132215,28.0,2000,1,residential
24657,8196862430,7953132215,28.0,2000,2,residential
24658,8196862430,8196862429,4.4,2000,1,residential
24659,8196862430,7086613573,13.3,2000,1,residential
24660,8196862430,7086613573,13.3,2000,2,residential
24661,8196925745,3629898686,4.2,2000,1,residential
24662,8196925745,5640942539,4.4,2000,1,residential
24663,8196925745,12062057390,14.9,2000,1,residential
24664,8197088309,10081793553,19.2,2000,1,residential
24665,8197088309,2458877335,31.0,2000,1,residential
24666,8197088309,8197088312,9.2,2000,1,residential
24667,8197088309,10282731068,7.7,2000,1,residential
24668,8197088312,10081793571,8.2,2000,1,residential
24669,8197088312,8197088313,19.6,2000,1,residential
24670,8197088312,8197088309,9.2,2000,1,residential
24671,8197088313,8197088312,19.6,2000,1,residential
24672,8197088313,8197088314,8.2,2000,1,residential
24673,8197088313,10081793555,20.1,2000,1,residential
24674,8197088313,10081793553,8.9,2000,1,residential
24675,8197088314,8197088313,8.2,2000,1,residential
24676,8197088314,10282731078,8.2,2000,1,residential
24677,8197088314,10081793571,19.0,2000,1,residential
24678,8197088316,7989815385,15.5,2000,1,residential
24679,8197088316,7989815386,7.7,2000,1,residential
24680,8197088316,8060772295,20.3,2000,1,residential
24681,8197089322,7989776484,7.1,2000,1,residential
24682,8197089322,8042394834,7.7,2000,1,residential
24683,8197089322,8060772295,20.5,2000,1,residential
24684,8197089324,7087958386,17.1,2000,1,residential
24685,8197089324,11900440200,16.5,2000,1,residential
24686,8197089324,7087958387,30.2,2000,1,residential
24687,8197500792,7087188557,20.1,2000,1,residential
24688,8197500806,8197500808,21.4,2000,1,residential
24689,8197500806,8085987941,13.6,2000,1,residential
24690,8197500806,8197556217,7.1,2000,1,residential
24691,8197500807,8197500808,3.4,2000,1,residential
24692,8197500808,8197500807,3.4,2000,1,residential
24693,8197500808,8197500806,21.4,2000,1,residential
24694,8197500808,8197500815,13.6,2000,1,residential
24695,8197500814,8197556217,9.5,2000,1,residential
24696,8197500814,80310903,17.3,2000,1,residential
24697,8197500814,8197500815,15.7,2000,1,residential
24698,8197500815,8197500814,15.7,2000,1,residential
24699,8197500815,8197500808,13.6,2000,1,residential
24700,8197500815,8197556217,17.5,2000,1,residential
24701,8197505753,8125191478,10.2,2000,1,residential
24702,8197505753,13064572737,4.0,2000,1,residential
24703,8197505753,5218726545,30.3,2000,1,residential
24704,8197505758,8197505759,9.9,2000,1,residential
24705,8197505759,8197505760,28.8,2000,1,residential
24706,8197505759,8197505760,28.8,2000,2,residential
24707,8197505759,8197505760,28.8,2000,3,residential
24708,8197505759,8197505758,9.9,2000,1,residential
24709,8197505759,2449111537,30.8,2000,1,residential
24710,8197505759,2449111537,30.8,2000,2,residential
24711,8197505759,2449111537,30.8,2000,3,residential
24712,8197505759,12654277554,35.0,2000,1,residential
24713,8197505760,8112373218,9.7,2000,1,residential
24714,8197505760,8112373218,9.7,2000,2,residential
24715,8197505760,8112373218,9.7,2000,3,residential
24716,8197505760,8197505759,28.8,2000,1,residential
24717,8197505760,8197505759,28.8,2000,2,residential
24718,8197505760,8197505759,28.8,2000,3,residential
24719,8197505760,8197505761,10.0,2000,1,residential
24720,8197505761,8197505760,10.0,2000,1,residential
24721,8197514291,8163069124,4.4,2000,1,residential
24722,8197514293,8163069121,7.6,2000,1,residential
24723,8197514294,8197514305,12.1,2000,1,residential
24724,8197514294,80669901,10.4,2000,1,residential
24725,8197514294,8197514306,47.8,2000,1,residential
24726,8197514305,8197514306,9.0,2000,1,residential
24727,8197514305,80691639,19.7,2000,1,residential
24728,8197514305,8197514294,12.1,2000,1,residential
24729,8197514306,8197514305,9.0,2000,1,residential
24730,8197514306,8197514307,3.0,2000,1,residential
24731,8197514306,8197514294,47.8,2000,1,residential
24732,8197514307,8197514306,3.0,2000,1,residential
24733,8197528928,9487127002,6.2,2000,1,residential
24734,8197528928,11031854464,10.3,2000,1,residential
24735,8197528928,11031854464,20.7,2000,1,residential
24736,8197528928,8197528934,28.1,2000,1,residential
24737,8197528934,11031854464,8.8,2000,1,residential
24738,8197528934,5082760499,5.0,2000,1,residential
24739,8197528934,8197528928,28.1,2000,1,residential
24740,8197528936,8197528939,10.0,2000,1,residential
24741,8197528936,5650053937,11.6,2000,1,residential
24742,8197528936,8197528941,7.9,2000,1,residential
24743,8197528939,8197528936,10.0,2000,1,residential
24744,8197528941,8197528936,7.9,2000,1,residential
24745,8197556217,8197500806,7.1,2000,1,residential
24746,8197556217,8197500814,9.5,2000,1,residential
24747,8197556217,8197500815,17.5,2000,1,residential
24748,8197567818,8062726639,5.0,2000,1,residential
24749,8197567818,7087958520,8.8,2000,1,residential
24750,8197567818,7087958517,25.1,2000,1,residential
24751,8198773916,8542156429,9.5,2000,1,residential
24752,8198773916,8042763371,8.1,2000,1,residential
24753,8198782727,8542148495,9.0,2000,1,residential
24754,8198782727,10846489646,8.9,2000,1,residential
24755,8198782727,10846489646,33.6,2000,1,residential
24756,8198782727,8542148493,19.2,2000,1,residential
24757,8211822250,80280824,1.5,2000,1,tertiary
24758,8211822250,80280824,1.5,2000,2,tertiary
24759,8211822250,12425955956,1.4,2000,1,residential
24760,8211822251,6316927416,1.3,2000,1,residential
24761,8211822251,8233204152,27.5,2000,1,residential
24762,8211822251,80280819,20.6,2000,1,tertiary
24763,8219741643,80649853,8.8,2000,1,residential
24764,8219741643,80653014,17.6,2000,1,residential
24765,8219741643,80653016,26.2,2000,1,residential
24766,8227009225,80653412,14.1,2000,1,primary
24767,8227009225,80653412,14.1,2000,2,primary
24768,8227009225,80653412,14.1,2000,3,primary
24769,8227009225,80653412,14.1,2000,4,primary
24770,8227009225,11071803815,9.7,2000,1,primary
24771,8227009225,11071803815,9.7,2000,2,primary
24772,8230222521,8542148426,5.8,2000,1,residential
24773,8230295656,8439233159,21.6,2000,1,secondary
24774,8230295656,8439233159,21.6,2000,2,secondary
24775,8230295656,12216118238,35.3,2000,1,residential
24776,8233204152,8211822251,27.5,2000,1,residential
24777,8233204152,80240030,5.8,2000,1,residential
24778,8233204152,8233204153,7.0,2000,1,residential
24779,8233204153,8233204152,7.0,2000,1,residential
